working_area_id;department;working_area;noise_source;nature_of_noise;sound_lvl;max_sound_lvl;eq_sound_lvl
2710;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;81;0
2711;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
2712;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;82;0
2713;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;82;0
2714;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;83;0
2715;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;80;0
2716;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;82;0
2717;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;83;0
2718;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;75;80;0
2719;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;72;83;0
2720;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;72;81;0
2721;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;72;82;0
2722;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;74;80;0
2723;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;73;83;0
2724;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;74;81;0
2725;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;71;82;0
2726;Департамент по перевозке генеральных грузов;бригадир водителей-экспедиторов ;Производственное оборудование;Непостоянный широкополосный;75;83;0
2727;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;75;83;0
2728;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;71;82;0
2729;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;73;80;0
2730;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;71;82;0
2731;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;71;83;0
2732;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;74;83;0
2733;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;71;80;0
2734;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;73;82;0
2735;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;75;81;0
2736;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;75;83;0
2737;Департамент по перевозке генеральных грузов;Бригадир водителей-экспедиторов;Производственное оборудование;Непостоянный широкополосный;73;83;0
2738;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;73;83;0
2739;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;75;82;0
2740;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;168;81;0
2741;Департамент по перевозке генеральных грузов;Бригадир водителей-экспедиторов;Производственное оборудование;Непостоянный широкополосный;73;81;0
2742;Департамент по перевозке генеральных грузов;Бригадир водителей-экспедиторов;Производственное оборудование;Непостоянный широкополосный;75;82;0
2743;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;73;83;0
2744;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;74;82;0
2745;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;72;80;0
2746;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;73;81;0
2747;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;71;81;0
2748;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;75;81;0
2749;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;71;81;0
2750;Департамент по перевозке генеральных грузов;бригадир водителей-экспедиторов ;Производственное оборудование;Непостоянный широкополосный;75;83;0
2751;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;71;80;0
2752;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;71;80;0
2753;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;72;83;0
2754;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;71;81;0
2755;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;75;80;0
2756;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;73;82;0
2757;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;73;80;0
2758;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;75;81;0
2759;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;75;80;0
2760;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;73;83;0
2761;Департамент по перевозке генеральных грузов;Тренер;Производственное оборудование;Непостоянный широкополосный;74;83;0
2762;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;80;0
2763;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2764;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2765;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;80;0
2766;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
2767;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;74;83;0
2768;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;80;0
2769;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;83;0
2770;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;82;0
2771;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;82;0
2772;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
2773;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;80;0
2774;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;81;0
2775;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2776;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;80;0
2777;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;81;0
2778;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;75;82;0
2779;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;81;0
2780;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;71;83;0
2781;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;73;81;0
2782;Департамент по перевозке генеральных грузов;"водитель- экспедитор  категории ""Е""";Производственное оборудование;Непостоянный широкополосный;72;81;0
2783;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;74;83;0
2784;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;72;81;0
2785;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;74;80;0
2786;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;74;83;0
2787;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;72;81;0
2788;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;71;81;0
2789;Департамент по перевозке генеральных грузов;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;73;82;0
2790;Департамент по перевозке генеральных грузов;бригадир водителей-экспедиторов ;Производственное оборудование;Непостоянный широкополосный;72;81;0
2791;Департамент по перевозке генеральных грузов;Старший контролер по режиму;Производственное оборудование;Непостоянный широкополосный;75;80;0
2792;Департамент по перевозке генеральных грузов;Контролер по режиму;Производственное оборудование;Непостоянный широкополосный;71;80;0
2793;Группа складских операций;Начальник склада запасных частей;Производственное оборудование;Непостоянный широкополосный;72;83;0
2794;Группа складских операций;Кладовщик;Производственное оборудование;Непостоянный широкополосный;74;80;0
2795;Группа складских операций;водитель-экспедитор ;Производственное оборудование;Непостоянный широкополосный;72;81;0
2796;Группа складских операций;Инженер по гарантии;Производственное оборудование;Непостоянный широкополосный;72;80;0
2797;Группа складских операций;Мастер приемщик;Производственное оборудование;Непостоянный широкополосный;75;83;0
2798;Группа складских операций;Мастер смены;Производственное оборудование;Непостоянный широкополосный;72;82;0
2799;Группа складских операций;Менеджер по запасным частям;Производственное оборудование;Непостоянный широкополосный;75;83;0
2800;Группа складских операций;Начальник СТО;Производственное оборудование;Непостоянный широкополосный;71;81;0
2801;Группа складских операций;Подсобный рабочий;Производственное оборудование;Непостоянный широкополосный;75;81;0
2802;Группа складских операций;Специалист по страховым ремонтам;Производственное оборудование;Непостоянный широкополосный;74;81;0
2803;Группа складских операций;Старший мастер смены;Производственное оборудование;Непостоянный широкополосный;71;80;0
2804;Отдел технической эксплуатации транспорта;Оператор информационной базы;Производственное оборудование;Непостоянный широкополосный;71;81;0
2805;Отдел технической эксплуатации транспорта;Механик технического контроля;Производственное оборудование;Непостоянный широкополосный;72;82;0
2806;Апатиты Автоколонна МКТ 1 ;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;154;81;0
2807;Архангельск Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;83;0
2808;Вологда Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;83;0
2809;Калининград Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;72;81;0
2810;Петрозаводск Автоколонна МКТ 1;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;82;0
2811;Санкт-Петербург Автоколонна МКТ 2;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;81;0
2812;Санкт-Петербург Автоколонна МКТ 2;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;72;82;0
2813;Санкт-Петербург Автоколонна МКТ 2;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;83;0
2814;Санкт-Петербург Автоколонна МКТ 2;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;75;83;0
2815;Санкт-Петербург Автоколонна МКТ 2;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;82;0
2816;Санкт-Петербург Автоколонна МКТ 2;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;82;0
2817;Санкт-Петербург Автоколонна МКТ 2;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;82;0
2818;Санкт-Петербург Автоколонна МКТ 2;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;80;0
2819;Санкт-Петербург Автоколонна МКТ 2;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;72;80;0
2820;Санкт-Петербург Автоколонна МКТ 2;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;81;0
2821;Санкт-Петербург Автоколонна МКТ 2;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;81;0
2822;Санкт-Петербург Автоколонна МКТ 1  ;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;81;0
2823;Санкт-Петербург Автоколонна МКТ 1  ;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;82;0
2824;Санкт-Петербург Автоколонна МКТ 1  ;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;72;80;0
2825;Санкт-Петербург Автоколонна МКТ 1  ;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;80;0
2826;Санкт-Петербург Автоколонна МКТ 1  ;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;81;0
2827;Санкт-Петербург Автоколонна МКТ 1  ;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;81;0
2828;Санкт-Петербург Автоколонна МКТ 1  ;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;73;80;0
2829;Сосновый Бор Автоколонна МКТ 1  ;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;80;0
2830;Сосновый Бор Автоколонна МКТ 1  ;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;74;81;0
2831;Ухта Автоколонна МКТ 1  ;Водитель-экспедитор;Производственное оборудование;Непостоянный широкополосный;71;82;0
2832;Санкт-Петербург Администрация;Генеральный директор;Производственное оборудование;Непостоянный широкополосный;75;83;0
2833;Санкт-Петербург Администрация;Старший техник;Производственное оборудование;Непостоянный широкополосный;74;81;0
2834;Санкт-Петербург Администрация;Ведущий инженер;Производственное оборудование;Непостоянный широкополосный;73;82;0
2835;Санкт-Петербург Администрация;Механик технического контроля;Производственное оборудование;Непостоянный широкополосный;74;81;0
2836;Санкт-Петербург Администрация;Оператор информационной базы;Производственное оборудование;Непостоянный широкополосный;72;83;0
2837;Санкт-Петербург Администрация;Ведущий аналитик;Производственное оборудование;Непостоянный широкополосный;73;83;0
2838;Санкт-Петербург Администрация;Старший специалист по страховым ремонтам;Производственное оборудование;Непостоянный широкополосный;73;80;0
2839;Санкт-Петербург Администрация;Менеджер по работе с документацией;Производственное оборудование;Непостоянный широкополосный;74;82;0
2840;Санкт-Петербург Администрация;Старший оператор информационной базы;Производственное оборудование;Непостоянный широкополосный;75;80;0
2841;Санкт-Петербург Администрация;Контролер по режиму;Производственное оборудование;Непостоянный широкополосный;72;83;0
2842;Санкт-Петербург Администрация;Старший контролер по режиму;Производственное оборудование;Непостоянный широкополосный;75;83;0
2843;Санкт-Петербург Администрация;Менеджер по развитию;Производственное оборудование;Непостоянный широкополосный;71;83;0
2844;Санкт-Петербург Администрация;Ведущий менеджер по развитию;Производственное оборудование;Непостоянный широкополосный;73;80;0
2845;Санкт-Петербург Администрация;Начальник отдела;Производственное оборудование;Непостоянный широкополосный;74;81;0
2846;Санкт-Петербург Администрация;Специалист;Производственное оборудование;Непостоянный широкополосный;71;80;0
2847;Санкт-Петербург Администрация;Аналитик;Производственное оборудование;Непостоянный широкополосный;74;80;0
2848;Санкт-Петербург Администрация;Ведущий аналитик;Производственное оборудование;Непостоянный широкополосный;74;82;0
2849;Санкт-Петербург Администрация;Менеджер по логистике;Производственное оборудование;Непостоянный широкополосный;74;82;0
2850;Группа маршрутизации;Менеджер по логистике;Производственное оборудование;Непостоянный широкополосный;73;82;0
2851;Группа ночной координации транспорта;Менеджер по логистике;Производственное оборудование;Непостоянный широкополосный;71;80;0
2852;Отдел маршрутизации большегрузных транспортных средств;Региональный менеджер по логистике;Производственное оборудование;Непостоянный широкополосный;74;80;0
2853;Отдел маршрутизации большегрузных транспортных средств;Руководитель по округу;Производственное оборудование;Непостоянный широкополосный;74;82;0
2854;Коммерческий департамент;Менеджер по работе с документацией;Производственное оборудование;Непостоянный широкополосный;73;81;0
2855;Коммерческий департамент;Руководитель группы;Производственное оборудование;Непостоянный широкополосный;71;81;0
2856;Служба продаж;Региональный менеджер по продажам;Производственное оборудование;Непостоянный широкополосный;73;81;0
2857;Служба продаж;Старший менеджер;Производственное оборудование;Непостоянный широкополосный;71;80;0
2858;Служба продаж;Ассистент менеджера;Производственное оборудование;Непостоянный широкополосный;71;80;0
2859;Служба сопровождения и продвижения;Менеджер по работе с клиентами;Производственное оборудование;Непостоянный широкополосный;75;83;0
2860;Служба сопровождения и продвижения;Начальник отдела;Производственное оборудование;Непостоянный широкополосный;72;80;0
2861;Служба сопровождения и продвижения;Менеджер по развитию;Производственное оборудование;Непостоянный широкополосный;74;80;0
2862;Отдел развития и продвижения ;Менеджер по развитию;Производственное оборудование;Непостоянный широкополосный;73;83;0
2863;Отдел развития и продвижения ;Менеджер по развитию ключевых клиентов;Производственное оборудование;Непостоянный широкополосный;75;83;0
2864;Отдел развития и продвижения ;Старший менеджер по развитию;Производственное оборудование;Непостоянный широкополосный;74;83;0
2865;Отдел развития и продвижения ;Начальник отдела;Производственное оборудование;Непостоянный широкополосный;72;81;0
2866;Отдел сопровождения клиентов;Менеджер по работе с ключевыми клиентами;Производственное оборудование;Непостоянный широкополосный;75;83;0
2867;Отдел сопровождения клиентов;Менеджер по работе с клиентами;Производственное оборудование;Непостоянный широкополосный;105;81;0
2868;Отдел сопровождения клиентов;Руководитель отдела по округу;Производственное оборудование;Непостоянный широкополосный;74;80;0
2869;Отдел сопровождения клиентов;Специалист по коммерческой документации;Производственное оборудование;Непостоянный широкополосный;73;83;0
2870;Отдел сопровождения клиентов;Старший менеджер по работе с клиентами;Производственное оборудование;Непостоянный широкополосный;72;83;0
2871;Отдел сопровождения клиентов;Старший менеджер по коммерческой документации;Производственное оборудование;Непостоянный широкополосный;74;81;0
2872;Отдел сопровождения перевозок фурами;Менеджер по работе с документацией;Производственное оборудование;Непостоянный широкополосный;74;83;0
2873;Администрация;Директор по развитию;Производственное оборудование;Непостоянный широкополосный;75;82;0
2874;Администрация;Исполнительный директор;Производственное оборудование;Непостоянный широкополосный;72;81;0
2875;Администрация;Заместитель исполнительного директора;Производственное оборудование;Непостоянный широкополосный;74;82;0
2876;Аппарат советников;Советник генерального директора по автотранспортной логистике;Производственное оборудование;Непостоянный широкополосный;71;80;0
2877;Департамент логистики;Специалист по информационно-аналитической работе;Производственное оборудование;Непостоянный широкополосный;71;82;0
2878;Департамент логистики;Ведущий специалист;Производственное оборудование;Непостоянный широкополосный;72;82;0
2879;Департамент логистики перевозок генеральных грузов;Директор службы;Производственное оборудование;Непостоянный широкополосный;71;80;0
2880;Служба маршрутизации большегрузных транспортных средств;Директор службы;Производственное оборудование;Непостоянный широкополосный;75;80;0
2881;Служба управления транспортом;Директор службы;Производственное оборудование;Непостоянный широкополосный;72;80;0
2882;Департамент управленческого учета, отчетности и бюджетирования;Ведущий бухгалтер;Производственное оборудование;Непостоянный широкополосный;71;81;0
2883;Направление учета расчетов с клиентами ;Руководитель направления;Производственное оборудование;Непостоянный широкополосный;73;83;0
2884;Направление учета расчетов с клиентами ;Бухгалтер;Производственное оборудование;Непостоянный широкополосный;71;82;0
2885;Направление учета расчетов с поставщиками;Руководитель направления;Производственное оборудование;Непостоянный широкополосный;72;82;0
2886;Отдел кредитования и лизинга;Менеджер по лизингу;Производственное оборудование;Непостоянный широкополосный;73;81;0
2887;Отдел кредитования и лизинга;Начальник отдела;Производственное оборудование;Непостоянный широкополосный;73;81;0
2888;Отдел кредитования и лизинга;Специалист по лизингу;Производственное оборудование;Непостоянный широкополосный;74;82;0
2889;Отдел управленческого учета;Руководитель направления;Производственное оборудование;Непостоянный широкополосный;75;82;0
2890;Отдел управленческого учета;Директор службы;Производственное оборудование;Непостоянный широкополосный;75;81;0
2891;Отдел оперативного реагирования;Начальник отдела;Производственное оборудование;Непостоянный широкополосный;73;80;0
2892;Группа подбора и адаптации персонала;Менеджер по подбору персонала;Производственное оборудование;Непостоянный широкополосный;74;82;0
2893;Группа подбора и адаптации персонала;Руководитель группы;Производственное оборудование;Непостоянный широкополосный;71;82;0
2894;Группа управления эффективностью персонала;Специалист по оплате труда;Производственное оборудование;Непостоянный широкополосный;71;83;0
2895;Отдел по работе с персоналом;Начальник отдела;Производственное оборудование;Непостоянный широкополосный;74;80;0
2896;Отдел по работе с поставщиками топлива;Начальник отдела;Производственное оборудование;Непостоянный широкополосный;72;82;0
